smiles,solubility_aqsoldb,MW,LogP,RotBonds,TPSA
SMILES_39,-3.07204207150888,428.5829198742175,2.7416604186724185,12,32.59007211979327
SMILES_40,-1.4584623871297226,194.03793884602013,-0.5277616581482221,12,-6.358429871681572
SMILES_41,-2.902261633389694,284.4549568618484,3.936050151741168,13,61.00009193167243
SMILES_42,-6.678803168373458,431.6459777899117,0.37703692603099026,5,-9.684080685814553
SMILES_43,-9.241088045887594,70.73918518027371,-0.365631004608578,6,101.80828290678576
SMILES_44,-2.5801689320330183,305.39385958755344,2.174657407843298,3,43.517515918527046
SMILES_45,-3.5274700752626957,270.6453680126813,-1.51568689879862,6,97.80709646045666
SMILES_46,-2.2035580971594126,378.4661230543745,3.1790060997544956,14,30.791422634704023
SMILES_47,-3.5043069316871494,416.9913435410972,-3.677680661566386,9,60.75403145603968
SMILES_48,1.036154765435641,383.0283819306964,-0.05872537997727534,2,58.37395429338755
SMILES_49,-2.5389257443433912,334.10002533972454,5.150274642175823,6,48.19823527956304
SMILES_50,-3.893895455165331,314.05645480953604,0.6266815816533633,3,32.69361946413632
SMILES_51,-2.325273867306268,275.72893785201023,0.9768295895874037,12,65.69824073882081
SMILES_52,-3.857349593762611,330.9972621524631,4.5473301082608755,12,12.953469460671666
SMILES_53,-2.8141395317720255,455.9654829585509,0.4142727898553631,7,1.622586841637652
SMILES_54,-5.434960374471669,226.94877017224587,3.5268763627789532,8,99.71307573307311
SMILES_55,-3.0171704037192106,269.7918524875926,4.348376330118643,6,79.08671955568403
SMILES_56,-3.9557047920703496,302.4490027433193,2.9570606282998066,7,52.6356643440896
SMILES_57,-5.245473250737359,410.0932679195668,-0.8897946459285193,7,116.60569530175125
SMILES_58,0.9514717361452854,332.33023395522054,0.7920282815682473,1,39.28937925100621
SMILES_59,-5.167470739880333,408.3481895545191,7.427239555057994,8,102.90812879955918
SMILES_60,-2.986071553116125,413.41099905036015,1.0189526949368535,5,57.022963397032875
SMILES_61,-4.605616069897515,369.20368258199807,7.972658751152856,10,9.009969996944394
SMILES_62,-2.40592105824025,203.60063834344464,5.417928104059786,3,123.92160767083399
SMILES_63,-5.548770268937835,476.1093911896715,3.0381390787444413,14,89.62843386496341
SMILES_64,-1.3192863521288978,451.2380671092701,2.5944685449950327,4,45.15915875961743
SMILES_65,1.0723123727176826,316.3540050502337,1.0703532897457972,9,79.08685038135796
SMILES_66,-4.679078474201339,171.82297575164452,1.8221748181930757,4,33.85186264008372
SMILES_67,-0.5660622746373591,153.95018421256432,0.6225516869514534,6,83.16596140238168
SMILES_68,-3.7637586887913796,335.431562655371,1.8727471923607941,13,-45.64314261135838
SMILES_69,0.011582242152170963,239.8249557869214,-0.7243897827653059,8,9.207946652216252
SMILES_70,1.3769979721919823,138.28108666396213,-0.8315420261116477,6,89.17038977147851
SMILES_71,-3.4674100234169174,152.06343006369983,4.602031325309419,8,40.01377847124323
SMILES_72,-6.0405321617893035,263.0017426669992,-1.224619471958833,3,58.30169179554968
SMILES_73,-1.1038312251278206,329.4929573810978,3.772276306988263,9,-3.871426484617384
SMILES_74,-2.5511655841117675,450.5713051015827,-1.788764391851816,13,123.91467982808412
SMILES_75,-1.9964176644447178,358.4220774346842,3.2592752060511794,9,97.62118574870706
SMILES_76,-3.6796900836887305,271.8595469528586,1.5848313097139202,3,41.97259126498681
SMILES_77,-4.768985637321398,347.9949557672799,4.6426324056068085,5,33.812165725466954
SMILES_78,-0.6793036380660515,339.0567585588658,1.3360110822398479,7,91.18417445678772
SMILES_79,-2.3604200108879345,383.9545207195939,-2.0190801103429337,13,129.2988180067571
SMILES_80,-5.887114068367451,306.00578864161355,1.6239274282266634,8,88.15041023245415
SMILES_81,-1.6262495535942127,413.619775101211,2.31932113109585,0,136.8721066958641
SMILES_82,-2.027662804066999,392.4451800227485,1.7360447159364216,0,13.10594683752328
SMILES_83,-3.650597848647128,318.27000036385704,3.1502156419795413,12,17.22452678004837
SMILES_84,0.23962646848464386,298.0775643734096,0.8712238025885533,7,2.442355277866044
SMILES_85,-4.236346324694528,401.97484789904263,-0.5268063250912127,10,67.67042598597918
SMILES_86,-3.3379729963096834,238.65256818929615,0.000702231371552342,6,57.02414199217479
SMILES_87,-1.4627038240636032,159.33871708566062,0.9684653109409251,8,43.92195506112058
SMILES_88,-2.8464740993385567,158.77020083160045,0.9513027675032923,10,82.37034512493194
SMILES_89,-5.768846308716872,230.3625524910491,6.812244716006542,2,99.29314420858657
SMILES_90,-2.6324012540131405,375.965229877725,4.510210833166168,9,-11.026496371473682
SMILES_91,-3.8287795839304657,267.72011453901365,3.3734184086971313,11,26.121118883955383
SMILES_92,-1.2860075101674733,330.4516002811226,2.8920250214570755,4,82.8057437649224
SMILES_93,-2.6975633120097204,260.4703929118931,2.599544471204273,2,31.290452645656718
SMILES_94,-2.8109846939052185,261.2642634016034,2.6100010904194577,14,18.071756945673837
SMILES_95,-5.096502327438103,207.45363254888463,2.326572106160265,4,90.74149710601579
SMILES_96,-3.460050615828011,300.8104374584312,2.0802381648731574,9,-1.5800027889592005
SMILES_97,-1.0597978119746931,292.4836264221043,-2.1837281891017346,0,37.9368076883558
SMILES_98,-4.553072689082742,351.2665023181822,1.2617454538550126,13,63.14576103219234
SMILES_99,-3.0651004461754283,338.7697607011718,1.5193983897035042,10,27.04720344359525
SMILES_100,-4.872892103298019,290.2852619041587,0.5020538054599093,3,81.32622624052699
SMILES_101,-5.367685282103338,159.39111549398243,0.8878061275423952,5,27.24492099210524
SMILES_102,-3.169718089978705,417.0579467578278,2.6014980343615908,1,106.34477973783677
SMILES_103,-2.6523976702453234,301.49556609619765,3.535180153899919,12,44.9701481001691
SMILES_104,0.9877258784651897,317.96426898938967,2.5984729238368818,6,76.85080546821413
SMILES_105,-3.910920767692418,470.0495065811058,3.4848884772939126,7,79.84095811931266
SMILES_106,-3.100338535267765,400.82221265959504,3.5202160616293807,0,24.89839989023709
SMILES_107,-5.50014703594185,354.64491988167305,1.400588812944293,12,-32.13946194623554
SMILES_108,-1.7755199701861721,309.76942126291726,3.050614925004301,3,64.43023018655339
SMILES_109,-2.203810441293439,308.8354451165838,-1.4927449592473598,10,52.89153388499478
SMILES_110,-0.023210644617143394,334.0114497721862,1.2313495462824557,3,72.23304110300509
SMILES_111,-0.7767556969825824,350.6906725856632,0.9962968210674008,12,40.93890110468648
SMILES_112,-2.297186662315434,481.14017557841345,5.062653604628465,4,32.782892047971366
SMILES_113,-3.9401429991774006,557.3266082762811,2.674174585467362,13,130.33892043926798
SMILES_114,-2.5906631242198785,339.02608054035494,-0.6689081623058324,11,-8.894162460431119
SMILES_115,-3.2220269242635227,94.67239279563672,3.189167609551115,11,79.35801913456955
SMILES_116,-1.0932049335240408,214.825552670828,3.8195666902023255,3,27.01592567266436
SMILES_117,-1.3475370200750636,491.1496881871767,1.820672156920732,8,36.56885529038312
SMILES_118,-3.5928308873095105,381.86526282557463,3.3805118582456064,6,37.31588669704137
SMILES_119,-5.923987559653756,352.6046487244996,-2.9914147675649296,12,17.862629033149705
SMILES_120,-0.33322539955915076,293.3162088595239,-3.398644698864599,1,72.84896840944958
SMILES_121,-1.83625208635359,191.09779407740157,-0.3573384725950439,0,105.62574383799829
SMILES_122,-3.638980141145338,477.7789754745502,2.298079401249995,8,68.80054644986646
SMILES_123,-1.9142533037926581,227.67897485259112,5.064327539217094,0,54.135279848483805
SMILES_124,-2.8502773874999416,382.9311816538278,-0.2528553777655116,5,10.542380036030137
SMILES_125,-0.3627641475610526,179.92982302458566,0.29264518342412593,14,70.67301063297803
SMILES_126,-6.859560463610054,288.4651315171724,2.177212781449497,14,136.25398526917195
SMILES_127,-3.794381933026865,409.2957130452964,1.0153624100419298,1,34.7722150481963
SMILES_128,0.19810903095737675,285.03058275332063,0.9016184614063527,3,34.96065682592536
SMILES_129,-1.8736031930653756,273.1550124633972,1.1570503251374151,5,27.556434760760116
SMILES_130,0.5452133366284162,311.0636268348681,4.629576983038035,4,30.423430620223183
SMILES_131,-5.443614186326929,176.3997107565072,4.232268577476244,10,-59.81198214689538
SMILES_132,-0.8556065681230254,157.58530929539847,2.046938644585232,5,66.20141543422851
SMILES_133,-0.9755511530923342,381.4236482693928,5.308960547839288,2,16.17791294581545
SMILES_134,-6.3634570706576685,267.77900743822005,3.0180567081359504,4,-14.410524751672007
SMILES_135,-3.5910045790661678,380.64847605814566,4.3077882690769815,1,80.12759798930195
SMILES_136,-3.213058210388166,421.8183017150708,0.2789068549027425,6,6.719288598322555
SMILES_137,-6.239112057534811,429.86426089954637,0.6926458925038841,2,36.45323784464969
SMILES_138,-3.549204653040878,147.8991715423661,0.6712354170080626,0,108.65769564754319
SMILES_139,-1.2536337184427881,240.2170711746102,1.8265555017169999,13,-6.368631920980539
SMILES_140,-3.7818461190494803,363.7585307043805,2.119826474182523,7,-11.30392938391049
SMILES_141,-2.5157336886519475,365.3001671903652,2.6483546171939913,7,60.77224758249353
SMILES_142,-2.501259434544696,534.943758419629,5.9462097361638095,2,95.97949456041474
SMILES_143,-3.0242868222775323,219.23864667669184,3.4425562584980964,12,-12.973668709278519
SMILES_144,-4.410364048050857,426.8168401454098,0.9704166010006865,6,66.30758947348708
SMILES_145,-1.6823720502322044,347.22746100385405,1.993451241888353,8,73.23998159846768
SMILES_146,-6.174067523051983,145.976413333653,5.00988437823041,7,-32.36641934769281
SMILES_147,-2.9828237229836345,255.2184763273405,3.563759685208244,2,81.94005351628881
SMILES_148,-0.22902731896382278,336.2528012323325,4.98356432684812,14,85.06423519368718
SMILES_149,-3.894746499682431,139.56332917037344,1.034633472705301,12,37.52857706975901
SMILES_150,-4.454642443004555,102.60939950283537,0.5766769228473885,1,100.09385449192033
SMILES_151,-1.5489677224492446,133.87574213633565,0.6059105972811551,12,95.45822297299381
SMILES_152,-2.673136478825736,335.9133655084339,1.19602701772773,9,54.124717028688195
SMILES_153,-1.5091054358861349,261.533274126656,-0.126566019540987,6,31.942184387002655
SMILES_154,-2.9230030286094557,248.0044302686382,2.59038612341684,6,11.086884296681717
SMILES_155,-7.776584901502359,251.4378164834272,2.6247744868232896,8,48.49745962535235
SMILES_156,-0.6401731791486021,167.58775883420623,4.677555940842124,4,72.79035678816716
SMILES_157,1.1400527649565513,264.35968171598927,-1.520525001160018,3,37.03292555837435
SMILES_158,-0.43191798632742673,127.96019519281644,0.1117448870751594,7,-37.900040210481194
SMILES_159,-10.077715450139518,428.76411393589063,3.6111609490614534,13,100.74855578306281
SMILES_160,-2.0978235749888676,479.2329720677218,2.3669462374231345,3,57.60892887379575
SMILES_161,-3.9334916211500923,77.39362866108279,2.0896049127758793,3,34.81502013292665
SMILES_162,-5.168487507223418,263.08703406759116,4.527707679820241,11,84.28633553693153
SMILES_163,-2.754535676723454,269.59885693652024,-0.019908405352319747,13,110.98554385931023
SMILES_164,-3.2978945897994416,292.5515493382975,0.5425412146919548,11,-62.076462779515666
SMILES_165,-1.9826843914403178,410.15304243744004,0.3069763111127781,1,67.37054599688287
SMILES_166,-2.886839621389092,263.3789217806069,-2.025816087786713,12,-7.065968432413889
SMILES_167,-5.241624213777953,301.1748537268713,2.2656350668325307,14,69.96442027195765
SMILES_168,-4.153203553485942,607.9054963801389,0.9542948259274262,0,55.11708809498317
SMILES_169,-4.475917112650032,298.8707092394693,0.5341983830164447,3,75.429061057622
SMILES_170,-6.432966353488892,486.62398602994057,0.17314974736539468,6,30.030095420213787
SMILES_171,-5.743289287907767,360.1987657388833,1.9645066151632127,11,-24.929604472766087
SMILES_172,-3.4221373397703885,254.62910069241502,0.4029209708824779,8,31.985272349733275
SMILES_173,-0.15249184938544103,237.92660128245694,2.443135055216478,8,66.27390540559132
SMILES_174,-4.07111415939759,309.27274050002933,2.9183603346697264,11,90.61569314700893
SMILES_175,-4.5148615495055795,197.35268752534424,1.4108447190000089,9,3.126747981098994
SMILES_176,-5.362573613345652,223.61340336042997,1.2750647204811494,14,91.0824170749207
SMILES_177,-2.938927010009299,267.69393989742207,2.3709820006369804,0,24.085108414139146
SMILES_178,-0.6414813307797478,339.3343541927229,1.9423005597314635,4,64.49799526378106
SMILES_179,1.0053655328171835,492.5997211741047,4.660318710709456,6,29.60424188537469
SMILES_180,-2.429201246556626,261.5045573201737,2.6365310751204096,12,57.28682510848407
SMILES_181,-2.720012514727131,356.1518046378113,4.191172000548619,6,85.67510538281098
SMILES_182,-4.086946214507086,147.21021534179482,3.2210220047180282,9,0.9194369084585663
SMILES_183,-3.753133242982022,416.02886408873167,-0.6368362802527785,5,22.803764130126744
SMILES_184,-1.7416498178985942,137.8317425073044,0.8834702483887027,10,57.398503493683464
SMILES_185,-3.629750664126159,389.83864721014345,1.903805153914684,9,146.0633464412141
SMILES_186,-3.324564894334828,301.90750467181965,3.7368886211918633,3,15.472411513326879
SMILES_187,-3.050694549500849,297.93470572602104,5.855625994877144,2,131.60535543987675
SMILES_188,-4.1816562218149524,279.97352820811693,1.0317057382255794,11,130.17693214700682
SMILES_189,-3.1499585181551026,179.8747375607902,2.1105121965733527,12,46.107553971936355
SMILES_190,-7.038812257581603,185.1729490131197,3.5998225633767733,8,38.073898952003994
SMILES_191,-1.9023282339630752,393.65201560389823,1.884344983388217,14,22.31739205341234
SMILES_192,1.7035436779441095,311.19367801813877,5.288193555704922,11,47.271898786693235
SMILES_193,-4.104087230326133,279.2443264818738,-0.6955739504250182,12,-6.26877730238232
SMILES_194,-2.2523257099966605,354.33979506360566,3.3560398309339856,9,46.9504393071761
SMILES_195,-1.2968473595076309,320.1310283221252,3.336426508872276,3,109.87521095403424
SMILES_196,-0.43956945456507723,230.70684500601197,4.304077396627459,7,25.556597500931307
SMILES_197,-3.5286429774803585,556.0996225842581,2.124102697645989,12,40.371027840437975
SMILES_198,-6.606634507377438,384.0756378503107,3.7830424368116597,0,-18.045618970689674
SMILES_199,-2.4655360983024743,322.70685733595553,1.5017215075208772,6,64.96248352524174
SMILES_200,-2.742742618691146,258.638869778606,0.3972174594748217,11,60.57926739805496
SMILES_201,-3.6913327493520054,405.27596891941903,0.10559397768099088,5,52.54809439063084
SMILES_202,-3.267024245768681,231.24321302739042,-0.8828043747508465,12,41.326917991114264
SMILES_203,-2.7126391099645377,222.82252590307368,1.1172824169702964,11,38.28968324910181
SMILES_204,-2.2764760157922996,479.3325635740382,2.622976754114128,0,70.07600934802687
SMILES_205,-2.360380579520165,313.0675176070709,1.5837358078314892,14,48.84733593645507
SMILES_206,-3.4353713190022575,233.66508132848875,2.3959321999471097,3,62.598874862213286
SMILES_207,-2.2314423300280977,310.5685698039677,4.469758034772674,11,58.59931269818192
SMILES_208,-3.5700616965497236,395.0186553848376,0.9650269033486087,14,94.93709148383047
SMILES_209,-1.7159489969293606,372.12544539551925,6.680592996090613,13,77.07976389500217
SMILES_210,-4.254885670953001,407.4262263086452,3.510485997981145,4,57.714473726007625
SMILES_211,-2.853883615700875,185.04440972605198,1.6061485548495302,10,110.73688122608718
SMILES_212,-6.247477164234459,404.9149161674844,1.5607958115488523,7,66.81074116226246
SMILES_213,-3.7398209389142947,292.09412239488535,-0.0162599135536996,14,102.19850755161676
SMILES_214,-1.8650225577400428,318.91007667038764,1.948566070225795,3,74.27770433546551
SMILES_215,-5.067469733416138,430.9494493644779,-2.323192266477074,2,-23.676763157261718
SMILES_216,-3.6402009527001673,380.27256732712897,4.511532350537117,1,102.19339053277318
SMILES_217,-7.810139099820419,345.10524809546786,-3.6332216000345365,3,55.407049653706764
SMILES_218,-5.736148217063979,111.60033168530455,2.083501946735697,10,47.92180916396888
SMILES_219,-5.212949112227804,305.44981446197136,-0.28797800264674356,9,61.25393389958308
SMILES_220,-2.796497898456723,231.53246124294995,0.5976426961527139,13,36.200673521717306
SMILES_221,-2.3331819752145755,381.1045304397363,0.8556961341549112,12,59.08115441555781
SMILES_222,-3.1121111318803942,409.0958187035661,5.851252254923889,3,26.324957346276303
SMILES_223,-3.7651867657747564,279.79689772172367,-0.20650141094067953,12,100.9708903493748
SMILES_224,-3.7582034966974946,243.2958524211313,3.8285190895882457,9,45.456475455157985
SMILES_225,-1.5679085019190115,465.63007955159327,4.320803658534683,4,34.69664629110266
SMILES_226,-2.5743603062338942,249.68524329863055,-2.676856400486195,12,13.002967371229044
SMILES_227,-3.6678911926107247,190.54624929637478,0.769294466477132,6,60.75103156594566
SMILES_228,-0.41340100951748227,226.7328846981056,4.9689181856514,8,57.48428400500367
SMILES_229,0.8999500819922011,254.50006118857897,-0.629546901438907,1,65.53698454710026
SMILES_230,-5.49148490046734,223.8636947050452,4.396552073289272,4,8.909924499794846
SMILES_231,-1.9549798595789774,394.5391383278072,1.9642668371978291,10,-14.047247952462918
SMILES_232,3.17977921537277,90.20865544259892,1.8778053408646362,9,75.0236521002624
SMILES_233,-2.439588917899611,221.7439588554471,2.1389832254392673,8,109.3856744750603
SMILES_234,-2.7691147276714467,305.2502554545137,2.685143663062913,11,8.945855104404155
SMILES_235,-3.1114678797872273,331.0246220002293,0.08872363061151378,13,113.57765134246793
SMILES_236,-2.0196369650185173,479.18348375245836,1.4791609336949225,12,61.356442349455236
SMILES_237,-1.4902016669002343,464.5237712763686,2.7411968279604224,2,49.71748381796681
SMILES_238,-5.489533748338365,149.92628440554577,2.3537716788600167,0,34.09805213816888
SMILES_239,-3.052967256577657,119.19520594304204,2.6984511250889334,1,-5.3807207769998655
SMILES_240,-7.538995728994819,312.4971262370999,0.5626259117022332,13,89.50914063698399
SMILES_241,-3.4186332332430003,242.6814763536912,3.2645984195666014,5,18.975745542495876
SMILES_242,-4.805377187644146,190.79736580168145,2.2529513509767494,4,18.807732970495987
SMILES_243,-2.3216448417290314,311.61208974606546,-1.1614001033478454,0,89.67705239547819
SMILES_244,-6.312761054282051,333.0697318334435,0.9372569660660433,0,-25.319337866869063
SMILES_245,-4.02463462091819,226.10315603558223,0.20899095938278944,10,-10.943912426726667
SMILES_246,-1.0669114989587751,247.5915254962506,0.18324381405862677,3,49.27463025967673
SMILES_247,-4.352666302888501,233.79584726123502,1.0470397390971378,11,61.731377160194086
SMILES_248,-6.809871554835771,268.85087587787194,3.226943873383557,14,69.38938591875696
SMILES_249,-2.4849336937420308,364.1444099389737,0.7464155008798847,3,37.928060264149885
SMILES_250,-4.173057986185272,202.20941388484133,2.4501157705158785,14,151.21478674566757
SMILES_251,-3.371770872145793,245.9315006502399,2.1223251357018302,5,40.88429764936664
SMILES_252,-4.459739172925184,270.0717856914498,0.44189519138661915,5,40.76855391589111
SMILES_253,0.948793488960058,309.324759484486,1.3103697386654098,9,18.120533247444897
SMILES_254,-6.116145471707027,337.5984492912472,3.729698446597828,13,54.95627266084284
SMILES_255,2.6669912237885454,514.2257840510791,2.2996126138821706,5,74.59844928187098
SMILES_256,-3.781273061502705,367.212571760839,3.09765572280211,0,98.1431221813384
SMILES_257,-2.633106847563729,369.59313470391663,4.544993087815559,9,-9.57137057760872
SMILES_258,-4.149592835208967,283.3386986720463,2.8698741083561536,8,40.160186465771964
SMILES_259,-4.233267119710908,212.01342043025676,-1.8413777337706447,10,67.86814443236577
SMILES_260,-4.569659806865266,257.17859851502175,2.5411954322313073,6,73.48230138378142
SMILES_261,-1.797484075912729,238.96675097851085,0.7637771366528516,6,50.26194631218157
SMILES_262,-5.821599387254112,349.2230675554566,5.620605220008324,10,71.69695878128407
SMILES_263,-2.2717829115146624,144.8718576376267,2.7985388152283517,6,17.641444282967985
SMILES_264,-7.368985470103618,369.2533719587244,0.8051234050549074,1,112.31621729273427
SMILES_265,-2.4529424577164725,298.2760410563975,3.133023858882379,1,89.70512411917719
SMILES_266,-1.3017147881356177,383.3348232689038,2.181581805934214,5,-3.797111482606894
SMILES_267,-5.549038214614739,237.60918108457264,-1.4359146274396144,6,6.995878075329776
SMILES_268,-1.6425147965625122,219.86302851577543,3.7261215625054276,2,8.123129995723746
SMILES_269,-2.897229178751357,269.33312809615563,1.1889201718658433,12,77.11879883586114
SMILES_270,0.19685291071567912,266.9350747246174,4.841236585548016,3,-1.3891106566986888
SMILES_271,-4.71041276462218,390.634841107493,1.7511384317123797,13,36.759026631676775
SMILES_272,2.63197180744546,389.68048330570656,4.8785869676709375,11,68.18817585667097
SMILES_273,-7.781564308650475,500.5023083535418,2.8497962998116306,2,47.35336261814261
SMILES_274,-3.6590076012722514,260.4507855482104,3.9482467385918607,6,60.35550062850823
SMILES_275,-6.397139421245866,-24.755059648759357,1.0163610190343393,6,7.36789154604967
SMILES_276,0.7021083536995323,269.05774269691824,2.7060123610929905,3,73.79417493588979
SMILES_277,-3.523401987631673,333.0657925208357,-1.4524695680241333,12,25.47152430096014
SMILES_278,-3.3433701547385652,381.4530691052169,1.7459261942499151,6,37.01521302408235
SMILES_279,-2.1135238038295743,340.36042712837195,-0.9690630838621144,4,59.509269116239444
SMILES_280,-3.009610372654575,260.3722466910301,-0.28595428170619863,0,54.12312886123393
SMILES_281,-4.187523112802669,481.4164357415557,0.21839146851075064,9,50.959200760623716
SMILES_282,-5.5132945012580965,206.62641994377736,3.320841871882623,3,19.974927120929774
SMILES_283,-2.6629731953331417,282.5355151438162,1.7052797304874239,6,38.01802355203231
SMILES_284,-2.2423327346210433,202.0090159139192,2.062854018707692,12,50.08734363348144
SMILES_285,-1.6092455271965416,311.95767620901717,1.6508245515444837,14,-5.0034093266833946
SMILES_286,0.8254537006130445,468.90057587728694,4.161440997773973,1,31.498681347464846
SMILES_287,-7.347537808827984,295.9074076101187,2.0080839156463215,1,65.50719516131386
SMILES_288,-3.1354343947054093,296.52001479065206,2.4976741575027575,0,-1.0974641538136964
SMILES_289,-0.6165243283571447,140.40379916227408,0.8594936143438208,1,96.26326606376959
SMILES_290,-3.249044848877729,281.30078142090014,4.298818587332494,9,100.78453050399372
SMILES_291,-7.67634490738654,425.04870500333516,4.448778573605808,13,0.19397696159657585
SMILES_292,-5.582079149699842,284.97638343429253,1.926222093862192,7,104.30478532200557
SMILES_293,-2.3428603006453614,278.22097860876886,0.8314099406390376,10,44.25673645151463
SMILES_294,-2.4156054102333187,420.5714575843293,-1.2319526674341117,7,66.7405823662822
SMILES_295,-1.6549606033179585,278.64358870294353,0.26280713872858374,7,30.133957914870134
SMILES_296,-4.562017887096369,439.20536322271226,-2.3341801230515147,14,86.92179308907048
SMILES_297,-2.4802335301614047,181.53604046122553,0.17871495982401098,0,66.24376075394669
SMILES_298,-4.891726615792649,377.78539748410304,2.713940194790535,0,17.433869736095858
SMILES_299,-2.480084012712618,474.63292076954565,1.8992000988019557,11,3.39192000138846
SMILES_300,-2.8935756057929205,410.78568974549137,6.646533968909456,9,-8.412097408368906
SMILES_301,-4.641720040325809,123.27264483647251,1.2578865703992288,3,57.51767105731026
SMILES_302,0.11636726152537413,246.16967585691162,1.1017365180911147,5,72.89885647118943
SMILES_303,-6.411271900324774,285.80484753422166,4.125539199057599,7,76.03862715117766
SMILES_304,-3.283241966021055,410.9955496707081,-1.8538725764911086,12,45.28075621570488
SMILES_305,-4.68581112864862,176.83818837885642,-0.9635344451589747,1,3.7201417734254427
SMILES_306,0.6684040717125486,208.10633296073522,3.3276827225109322,12,22.71700807904868
SMILES_307,-1.8032039847591623,149.48485698200076,1.6091515940612582,2,96.09394555847703
SMILES_308,-4.298620750740779,227.4199749912186,1.6550079312050874,5,30.614857415996745
SMILES_309,-3.559430578640745,184.8393343027687,0.12569768433135553,9,55.736705227259044
SMILES_310,0.7225147479610579,469.79058601964084,2.479540347165286,3,6.9739806570045015
SMILES_311,-4.892551263460061,245.26227293520338,0.38395349070713736,11,63.4633218183614
SMILES_312,-6.528896344461117,379.09252921300083,2.145486657394465,1,31.692617532836888
SMILES_313,-2.4179862750723715,311.796950721887,-0.31696712370647084,6,91.86850855103054
SMILES_314,-2.37271926518436,310.39612809245875,1.6352060252348866,3,80.94230824827254
SMILES_315,-1.6679308532202801,250.85561804605607,6.049737880991694,7,30.171762137004013
SMILES_316,-1.654748478256095,387.0022487130708,1.1501284205249525,7,44.933438906093464
SMILES_317,0.5414113014675985,325.4344232642341,1.7364836236164414,6,27.95535039837485
SMILES_318,-6.436274980752072,319.6743912939047,1.594954005061835,9,-6.777327861800391
SMILES_319,-5.405606389290666,250.65793898220767,2.3490628166889693,8,15.702302818111335
SMILES_320,-1.6755933321076253,267.02240738469794,2.9363039593685074,3,57.9286931088328
