smiles,herg,MW,LogP,HBA,HBD
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3F)C2)n1C,1,447.9670000000002,4.3267200000000035,6,0
Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,1,460.5290000000001,4.046600000000002,6,0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(F)cc(C(F)(F)F)c3)C2)n1C,1,481.5190000000002,4.6921200000000045,6,0
Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1,1,427.5490000000002,3.981740000000003,6,0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,1,479.5280000000002,4.432820000000004,7,0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,1,463.52900000000017,4.553020000000004,6,0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(OC(F)(F)F)cc3)C2)n1C,1,479.5280000000002,4.432820000000004,7,0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Br)cc3)C2)n1C,1,474.42800000000017,4.296720000000003,6,0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(C(F)(F)F)ccc3F)C2)n1C,1,481.5190000000002,4.692120000000004,6,0
CN1c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc2C(C(=O)NCO)CC1(C)C,1,504.84500000000025,6.143900000000007,4,2
Cc1ccc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)c(C)n1,1,345.49,4.940440000000004,3,0
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3[nH]ccc3c2)cn1,1,305.38500000000005,2.5176000000000007,4,1
NC(=O)c1ccc(S(=O)(=O)c2ccc(/C=C/c3ccc(F)cc3F)cc2)cc1,1,399.418,4.066900000000002,3,1
Cc1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nc(-c2ccccc2)n1,1,408.54900000000004,5.694020000000005,4,0
COc1ncc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cn1,1,348.45,3.7272000000000025,5,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccccn3)ccc2c1,1,317.4360000000001,4.323600000000003,3,0
Cc1nc(-c2cccnc2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,414.57800000000026,5.755520000000006,5,0
C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,0,390.24500000000006,4.343700000000003,2,3
O=S(=O)(c1ccccc1)c1ccc(/C=C/c2ccc(F)cc2F)cc1,1,356.39300000000003,4.968000000000003,2,0
Cc1ccc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cn1,1,331.46299999999997,4.632020000000004,3,0
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)cn1,1,373.38200000000006,3.5364000000000013,4,1
CC1(C)CC(NC(=O)CCO)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,1,505.8290000000002,6.476600000000005,4,2
CNC[C@@H](O)CCN1c2ccccc2N(c2cc(F)ccc2F)S1(=O)=O,0,383.42000000000013,2.1380999999999997,4,2
Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)o1,1,335.45099999999996,4.533440000000004,4,0
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3occc3c2)nn1,1,306.369,2.7825000000000006,5,0
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3sccc3c2)nn1,1,322.43700000000007,3.2510000000000012,5,0
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]ccc3c2)nn1,1,305.38500000000005,2.5176,4,1
CC(C)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,1,324.46800000000013,3.6628000000000016,3,1
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccncc3)ccc2c1,1,317.4360000000001,4.323600000000003,3,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(Cl)nc3)ccc2c1,1,351.8810000000001,4.977000000000005,3,0
CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,1,347.4400000000001,1.8598999999999994,4,2
Fc1ccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)cc1,1,350.3840000000001,3.616100000000001,3,1
Fc1ccccc1C(Cc1ccccc1OC(F)(F)F)N1CCNCC1,1,368.37400000000014,3.9133000000000013,3,1
Fc1cccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)c1,1,368.37400000000014,3.9133000000000013,3,1
CNC[C@@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,0,383.4200000000001,2.1380999999999997,4,2
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4nccnc4c3)ccc2c1,1,368.4840000000001,4.871800000000005,4,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4c(c3)COCO4)ccc2c1,1,374.4840000000002,4.795100000000004,4,0
Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,1,441.5830000000001,4.2787200000000025,6,0
Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(Cl)c(Cl)c1,1,465.4280000000001,6.729520000000005,3,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3nc4ccccc4s3)ccc2c1,1,373.5250000000001,5.538300000000005,4,0
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)nn1,1,373.38200000000006,3.5364000000000013,4,1
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3cc[nH]c3c2)nn1,1,305.38500000000005,2.5176,4,1
Cc1cc2cc(-c3ccc(N4C[C@@H]5C[C@H]4CN5C)nn3)ccc2[nH]1,1,319.412,2.8260200000000006,4,1
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccccc2)cn1,1,266.348,2.0362999999999998,4,0
C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21,1,505.82900000000024,6.475000000000006,4,2
c1ccc(C(Cc2ccccc2OC2CC2)N2CCNCC2)cc1,1,322.452,3.416800000000001,3,1
c1ccc(C(Cc2ccccc2OCC2CC2)N2CCNCC2)cc1,1,336.47900000000004,3.6644000000000014,3,1
c1ccc(C(Cc2cccc3c2OCC3)N2CCNCC2)cc1,0,308.425,2.8105,3,1
FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,0,332.3940000000001,3.477000000000002,3,1
Cn1nccc1-c1cc(NC(=O)c2ccc(F)cc2F)ccc1OCCN1CCOCC1,1,442.46600000000035,3.3286000000000016,5,1
O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccc(F)cc2)nc1,1,370.47200000000004,4.275300000000003,3,2
CN(C)CCCCc1ccc(C(C)(C)C)cc1,1,233.399,3.868400000000003,1,0
CN(C)CCCCc1ccc(C2(C)COC2)cc1,0,247.38199999999998,2.8588000000000013,2,0
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3occc3c2)cn1,1,306.369,2.7825000000000006,5,0
CN1C[C@@H]2C[C@H]1CN2c1cnc(-c2ccc3sccc3c2)cn1,1,322.43700000000007,3.251000000000002,5,0
Fc1ccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)cc1,1,368.37400000000014,3.913300000000002,3,1
c1ccc(N2CCN(CC3CCCCN3)C2)cc1,0,245.36999999999998,1.9081999999999997,3,1
COc1ccc(S(=O)(=O)N2C[C@H](C(=O)N3CCCNCC3)c3ccccc32)c2ccccc12,1,465.5750000000002,2.9628000000000014,5,1
C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4cc(Cl)nc(Cl)c4)n3)ccc2c1,1,469.44100000000014,6.753900000000005,5,0
Fc1ccccc1C(Cc1ccccc1OC(F)F)N1CCNCC1,1,350.3840000000002,3.616100000000002,3,1
Cc1n[nH]cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,320.43999999999994,3.9601200000000025,3,1
Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,1,377.517,4.341220000000003,5,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3cn4c(n3)SCC4)ccc2c1,1,364.51800000000014,4.230800000000004,4,0
Cc1nc2ccccn2c1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,370.5000000000001,4.884720000000004,3,0
N#Cc1nc(CCCN2CCCCC2)cc(-c2cccc(C(F)(F)F)c2)n1,1,374.40999999999997,4.452580000000004,4,0
CCC(CC)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,1,376.42600000000004,4.744880000000005,4,1
CC(C)(C)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,1,362.39900000000006,4.354780000000004,4,1
N#Cc1nc(CCCN2CCCCC2)cc(C2CCCCCC2)n1,1,326.4880000000001,4.2045800000000035,4,0
Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)s1,1,351.51899999999995,5.001940000000005,4,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3cccnc3)ccc2c1,1,317.4360000000001,4.323600000000003,3,0
Fc1cccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)c1,1,350.3840000000001,3.616100000000001,3,1
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccn[nH]3)ccc2c1,1,306.41300000000007,3.6517000000000017,3,1
C[C@@H]1CCCN1CCc1ccc2nc(-c3cn[nH]c3)ccc2c1,1,306.41300000000007,3.6517000000000017,3,1
CCOC(=O)c1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)on1,1,379.4600000000001,4.093300000000004,6,0
CCOC(=O)c1c(C)noc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,393.4870000000002,4.401720000000004,6,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccn4ncnc4n3)ccc2c1,1,358.4490000000001,3.3663000000000025,5,0
COc1cccc(C(=O)Nc2ccc(OCCN3CCOCC3)c(-c3ccnn3C)c2)c1,0,436.5120000000002,3.059000000000002,6,1
CC(O)c1ccccc1S(=O)(=O)c1ccc(/C=C/c2ccc(F)cc2)cc1,1,382.456,4.882200000000004,3,1
Cc1n[nH]c(C)c1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,334.467,4.268540000000003,3,1
Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,1,334.467,3.970520000000003,3,0
Cc1cc(C(F)(F)F)cc(-n2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c2C)n1,1,479.5500000000004,6.144940000000006,4,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4ccccc4)n3)ccc2c1,1,399.56300000000016,6.0521000000000065,4,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4ccc(OCC(F)(F)F)nc4)n3)ccc2c1,1,498.57400000000024,6.388200000000006,6,0
C[C@H](O)c1ccccc1S(=O)(=O)c1ccc(/C=C/c2ccc(F)cc2)cc1,1,382.456,4.882200000000004,3,1
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3occc3c2)cn1,1,305.38100000000003,3.387500000000002,4,0
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3sccc3c2)cn1,1,321.44900000000007,3.8560000000000025,4,0
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]ncc3c2)cn1,1,305.38500000000005,2.5176,4,1
Cc1ccc(-c2ccc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)s2)s1,1,418.63100000000014,7.027020000000006,4,0
Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2nc3ccccc3n12,1,426.58900000000006,6.099420000000006,4,0
C[C@@H]1CCCN1CCc1ccc2nc(C(C)(C)C)ccc2c1,1,296.458,4.559100000000004,2,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccoc3)ccc2c1,1,306.40900000000005,4.521600000000004,3,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(N4CCCCC4)cc3)ccc2c1,1,399.5820000000003,5.918900000000006,3,0
CC1CCN(c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)CC1,1,337.511,4.497900000000004,3,0
Cc1onc(-c2ccc(Cl)cc2)c1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,431.96700000000027,6.545420000000006,4,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3c(-c4ccccc4)nn(C)c3Cl)ccc2c1,1,430.9830000000001,5.982500000000005,3,0
Cc1onc(-c2ccccc2)c1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,397.5220000000002,5.892020000000006,4,0
Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cc1C#N,1,370.5,4.812120000000005,4,0
COc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,0,314.4040000000001,3.0233000000000008,3,1
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccsc3)ccc2c1,1,322.4770000000001,4.990100000000004,3,0
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccccc2)cn1,1,266.348,2.0362999999999998,4,0
C[C@@H]1CCCN1CCc1ccc2nc(C3=NCCS3)ccc2c1,1,325.48100000000005,3.7550000000000034,4,0
Cc1nc(-c2cnccn2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,415.56600000000026,5.1505200000000055,6,0
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2cccc3[nH]ccc23)cn1,1,305.38500000000005,2.5176000000000007,4,1
CC(=O)N1CCN(CCOc2ccc(NC(=O)c3cccc(F)c3)cc2-c2ccnn2C)CC1,1,465.5290000000002,3.0214000000000008,5,1
Cc1c(-c2ccc(Cl)cc2)noc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,431.9670000000003,6.545420000000006,4,0
O=C1N(CC2CCCCN2)CCN1c1cccc(Cl)c1,1,293.798,2.724100000000001,2,1
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2cccc3[nH]ccc23)cn1,1,304.39700000000005,3.122600000000001,3,1
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3cc[nH]c3c2)cn1,1,304.39700000000005,3.122600000000001,3,1
Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cc1C(N)=O,1,388.51500000000004,4.039340000000002,4,1
C[C@@H]1CCCN1CCc1ccc2nc(-c3c(O)ccnc3C(F)(F)F)ccc2c1,1,401.4320000000001,5.048000000000005,4,1
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(C#N)cc3)ccc2c1,1,341.4580000000001,4.800280000000004,3,0
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccc3occc3c2)cn1,1,306.369,2.7825000000000006,5,0
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccc3sccc3c2)cn1,1,322.43700000000007,3.251000000000002,5,0
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccccc2)cn1,1,265.36,2.641300000000001,3,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3cncnc3)ccc2c1,1,318.4240000000001,3.718600000000003,4,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,1,322.4770000000001,4.990100000000004,3,0
Cc1nc(-c2ccncc2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,414.57800000000026,5.755520000000006,5,0
Cc1nc(-c2ccccn2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,414.57800000000026,5.755520000000006,5,0
COc1ccccc1CC(c1ccccc1F)N1CCNCC1,0,314.4040000000001,3.0233000000000008,3,1
C[C@@H]1CCCN1CCc1ccc2nc(-c3cnccn3)ccc2c1,1,318.4240000000001,3.718600000000003,4,0
C[C@@H]1CCCN1CCc1ccc2ncccc2c1,1,240.35000000000005,3.2616000000000023,2,0
Cc1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,0,254.37699999999998,3.570020000000002,2,0
C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,0,280.415,4.139000000000004,2,0
Cc1nc(-c2nc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)cs2)cs1,1,420.607,5.817020000000005,6,0
Cc1cc(-c2nc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)cs2)no1,1,404.53900000000004,5.348520000000004,6,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3cnc4c(c3)OCO4)ccc2c1,1,361.44500000000016,4.052300000000003,5,0
Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nnn1-c1ccc(F)cc1F,1,433.50600000000003,5.095920000000005,4,0
COc1c(F)cccc1CC(c1ccccc1)N1CCNCC1,0,314.4040000000001,3.0233000000000008,3,1
COc1cccc(F)c1CC(c1ccccc1)N1CCNCC1,1,314.4040000000001,3.0233000000000008,3,1
Fc1cccc(OC(F)F)c1CC(c1ccccc1)N1CCNCC1,0,350.3840000000001,3.616100000000003,3,1
Cc1nc(-c2cccs2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,1,419.61900000000026,6.422020000000006,5,0
C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(C#N)s3)ccc2c1,1,347.4870000000001,4.861780000000005,4,0
Cn1nccc1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCCN1CCOCC1,1,474.48300000000035,4.069200000000003,5,1
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]ccc3c2)cn1,1,304.39700000000005,3.122600000000001,3,1
