smiles,lipophilicity_astrazeneca,MW,HBA,HBD,AromaticRings
SMILES_271,1.0268426011691068,51.00483829256363,13,9,2
SMILES_272,4.492303040681908,529.4613657195545,15,6,2
SMILES_273,2.199233034277622,187.51034538764245,3,8,1
SMILES_274,2.775546083622311,490.3336957705574,10,4,0
SMILES_275,0.9945330627891685,304.5701406863391,18,0,2
SMILES_276,2.981451092636453,367.7836958587151,18,0,0
SMILES_277,2.5075185859641604,241.34402419788822,7,8,1
SMILES_278,2.9248791017153,324.9515630354009,9,4,0
SMILES_279,5.207563347542836,378.0587567986123,4,1,1
SMILES_280,3.2665470686853597,379.74628972730187,15,2,2
SMILES_281,1.808011223781294,392.9728068089229,2,0,2
SMILES_282,1.9330201341801478,255.80007479529883,9,5,2
SMILES_283,3.892696778870653,242.35683930103738,12,5,2
SMILES_284,4.948039936490136,108.69884096788758,6,2,3
SMILES_285,3.4228770311265753,362.7862813412324,11,2,0
SMILES_286,4.033069116832154,429.8854453588131,13,6,0
SMILES_287,3.9146065850050578,493.91780159015156,9,0,0
SMILES_288,5.128596620036282,336.6207161496609,8,4,1
SMILES_289,0.07561474091095088,208.02242725097173,11,2,2
SMILES_290,4.000828408956792,96.34846280526536,2,4,2
SMILES_291,4.475604065855346,425.00000797000206,12,3,3
SMILES_292,0.9919144407966398,84.44681198669574,5,5,3
SMILES_293,1.671497723990376,259.127510670748,5,8,2
SMILES_294,1.72382587705777,273.0831806467625,18,1,0
SMILES_295,1.9068147054339248,291.6653834578777,6,9,0
SMILES_296,2.277424423596711,304.29631200430083,3,7,2
SMILES_297,3.363904219582412,316.5777067641091,4,1,1
SMILES_298,4.298511976751055,10.156408550576437,0,3,0
SMILES_299,4.6219754366528045,301.7587091844152,17,8,2
SMILES_300,1.7432654082483272,32.45093110657473,16,3,2
SMILES_301,1.732945501945526,387.8661687709194,8,6,3
SMILES_302,4.973732760024334,233.38498130356655,8,4,3
SMILES_303,3.970115903127967,41.155592973198,9,1,2
SMILES_304,3.124297262803494,202.2954387137549,19,7,1
SMILES_305,3.7100050133324505,231.59095929784155,16,9,2
SMILES_306,2.955294327222839,442.8839541066006,12,9,0
SMILES_307,3.786877024571422,323.5965290100294,3,1,1
SMILES_308,2.4958999552413887,341.33339332206964,17,2,1
SMILES_309,3.4032074016588463,441.7465961064721,17,9,3
SMILES_310,0.7341809244457556,288.46268544906127,8,6,2
SMILES_311,1.9683235577618534,390.5025553238884,2,4,3
SMILES_312,1.9844832348144847,382.063333671839,6,9,0
SMILES_313,2.438414950189629,145.62366077167053,14,2,3
SMILES_314,1.610230117830378,476.7580293155795,8,1,0
SMILES_315,2.1996845612653773,129.56378639151666,8,5,2
SMILES_316,0.7283789064028191,410.0839979373418,3,9,2
SMILES_317,3.8230507145923505,117.95123557132408,17,0,3
SMILES_318,2.8762297216329085,372.1484145782008,16,7,3
SMILES_319,0.44218858833597485,523.4297853780207,5,4,3
SMILES_320,1.7477551341799904,274.44256121397467,6,4,0
SMILES_321,3.5049021413432504,269.2373228576224,9,1,1
SMILES_322,2.1854670804213154,373.2527999180219,9,6,1
SMILES_323,1.954587809792855,260.4724252844948,5,4,3
SMILES_324,2.8881109844878856,518.1934444491386,5,7,3
SMILES_325,3.515396302767324,323.0630699350435,18,4,2
SMILES_326,0.8454713144412591,261.5796590135129,7,8,3
SMILES_327,3.825192721826819,235.165736652518,8,4,2
SMILES_328,1.7995600775889349,188.04618357923752,0,2,0
SMILES_329,2.973108047625302,224.66940158910126,15,1,0
SMILES_330,2.9468697889627355,257.91919276096843,5,4,0
SMILES_331,2.209400822640339,241.4833111801704,7,9,0
SMILES_332,1.4645103808039284,221.0189671035475,14,9,3
SMILES_333,2.5714701778616047,551.8609476422928,11,4,3
SMILES_334,5.4379954636127925,176.38859082126123,9,5,2
SMILES_335,0.9574874543045536,317.595910517541,15,1,3
SMILES_336,5.538469528657314,371.10252117130466,14,4,2
SMILES_337,2.6104182433852015,375.61295947004794,10,0,0
SMILES_338,3.0530571256329586,292.96715090610337,6,2,2
SMILES_339,1.3699337829229092,271.1156913783228,7,2,2
SMILES_340,1.8430958749837787,354.18569894874076,10,2,3
SMILES_341,2.2456355249429714,331.98259799738406,8,2,0
SMILES_342,1.4314575436831318,268.9249398278984,6,7,1
SMILES_343,2.6866230639436925,112.57457139306834,14,0,3
SMILES_344,2.389476162289843,243.8491533200103,14,5,3
SMILES_345,5.776171713653601,162.41398035510508,15,5,1
SMILES_346,1.2510387214793084,219.94085399204081,2,0,0
SMILES_347,3.154035775122881,303.98678862203514,15,0,1
SMILES_348,3.3717694228527373,343.04833727959397,14,2,2
SMILES_349,1.3945191770222438,513.6543301550887,0,7,1
SMILES_350,4.030241243179257,235.51123453154233,13,5,0
SMILES_351,2.402509480677558,392.9550762330181,10,3,0
SMILES_352,-0.7385844773746009,336.71520293254036,2,4,1
SMILES_353,3.9897744181568475,455.51972047677475,8,9,3
SMILES_354,1.3245886738464543,369.14744635147514,5,2,1
SMILES_355,1.4283375807913514,178.98222872564205,15,5,2
SMILES_356,4.031853124338597,93.23447648505224,10,5,1
SMILES_357,2.479257776372325,337.3514039601006,17,5,1
SMILES_358,4.37665822582725,236.5858802519531,16,8,1
SMILES_359,4.8152491430479785,182.36235048592835,16,9,2
SMILES_360,2.0326073095165533,147.8906754560307,2,7,1
SMILES_361,4.189893743932546,319.31705971045864,18,5,3
SMILES_362,1.8668087979106773,480.9249239176038,14,1,2
SMILES_363,6.349673875698265,250.959318515275,9,3,3
SMILES_364,1.9605644932031774,370.83243732903867,7,5,2
SMILES_365,4.539131161440006,287.7280379738889,16,8,0
SMILES_366,4.265685038822363,145.27414930759284,3,1,0
SMILES_367,3.4741317331634005,388.17736122125007,7,5,2
SMILES_368,1.9941852578749752,168.63695471671545,1,9,2
SMILES_369,2.772903762087886,302.59519567122777,7,9,2
SMILES_370,-0.230382169416828,259.01755019936337,6,9,0
SMILES_371,3.3366300575733754,407.169292147883,8,6,2
SMILES_372,3.524422996542578,173.0218809035176,17,7,0
SMILES_373,3.2002491285920573,346.9043889362352,16,8,0
SMILES_374,-1.4599592569388362,199.2243111181559,0,4,2
SMILES_375,1.1015453323652835,238.6673745205458,11,8,2
SMILES_376,1.877863525727006,-136.22402730481224,3,8,2
SMILES_377,3.437488399783569,551.051828594149,16,6,0
SMILES_378,3.4340083584644767,366.06683193914785,6,1,1
SMILES_379,2.744664312043231,207.91830168742027,2,7,2
SMILES_380,3.9528683049059348,165.04131740004075,0,4,1
SMILES_381,1.4606364370456504,240.52214965447914,18,7,1
SMILES_382,3.9153525085409946,386.0255441783342,1,1,1
SMILES_383,3.7121131572598367,72.94980892980894,5,6,3
SMILES_384,3.566332099256866,283.0098696846794,10,4,1
SMILES_385,2.7269393533715163,512.4770246955208,3,3,1
SMILES_386,5.7461157372468925,163.9264396838635,0,9,0
SMILES_387,3.7397935327348177,309.6462046516386,10,5,3
SMILES_388,1.5474962051196617,564.3971778309309,15,4,0
SMILES_389,3.3724582136039762,375.8581955628927,5,5,0
SMILES_390,4.128725065611328,315.1108584582546,10,8,1
SMILES_391,2.1178371016135356,360.79637458908036,7,0,0
SMILES_392,4.633908370396648,251.89615979883573,19,0,2
SMILES_393,3.573050558574016,455.9557542364128,0,5,1
SMILES_394,-0.5137175064980206,252.08039725197457,13,1,2
SMILES_395,3.4495079660068897,64.89820695168275,1,7,1
SMILES_396,2.390956268380927,253.04362752714482,5,6,1
SMILES_397,3.805769721812604,183.9918564147956,8,5,1
SMILES_398,4.416322260377721,266.2567185363085,13,3,3
SMILES_399,3.292743070712727,268.9099129103243,7,8,1
SMILES_400,5.497878350917043,443.6907839765889,2,6,2
SMILES_401,2.7319396731547565,383.43512719972625,9,6,1
SMILES_402,3.937226734580813,331.5918585090476,17,4,1
SMILES_403,4.207413860456021,299.6465506400886,19,0,0
SMILES_404,2.853981046660901,172.93703893704068,8,1,1
SMILES_405,4.1681614619666725,38.2589714801187,8,7,1
SMILES_406,2.107990519256747,313.579201367134,18,4,1
SMILES_407,2.3661473714681724,395.3569444288391,12,1,1
SMILES_408,1.0312669644955315,286.99993401064927,0,4,1
SMILES_409,3.3621136745550704,235.81748126559597,16,7,1
SMILES_410,3.487877513781516,355.7402598257055,3,3,3
SMILES_411,4.768894737868844,290.0001359250784,3,2,2
SMILES_412,4.186710006533826,502.28930303687537,15,4,3
SMILES_413,2.57280666502885,447.92740104819416,15,6,2
SMILES_414,1.2327304689985845,415.14096684279957,14,1,3
SMILES_415,3.649275603779961,390.9280937051885,5,0,1
SMILES_416,4.666129758621963,145.17991026582519,4,4,3
SMILES_417,4.132777460705915,379.55924424631195,9,6,2
SMILES_418,4.626716287285931,345.159114917589,6,7,0
SMILES_419,2.682165703202636,372.7709674069396,6,7,0
SMILES_420,2.3000715477365317,359.1131384175663,9,9,1
SMILES_421,1.8946479716523015,354.33151054176784,9,8,1
SMILES_422,2.9161553000796068,624.1039763459514,14,0,2
SMILES_423,2.882113806046771,290.8577196057697,5,6,0
SMILES_424,3.310016442808674,412.36048569951964,1,9,1
SMILES_425,2.8060538144467384,243.4812227683196,7,7,3
SMILES_426,2.7995584054098432,394.87699006652065,19,5,3
SMILES_427,1.8349589205417842,412.7183868278947,14,9,0
SMILES_428,4.412428520327236,343.73112925624173,17,3,2
SMILES_429,3.114777093365567,500.30963308518,4,6,1
SMILES_430,2.7383340985720768,193.88687563674986,3,2,1
SMILES_431,1.8788561201261929,241.53348699981333,9,1,1
SMILES_432,1.0021303344133705,325.48561032281873,18,5,0
SMILES_433,4.9619462888240164,405.69682241810665,13,1,3
SMILES_434,3.8319580621977107,321.531542555392,12,5,2
SMILES_435,0.5641232361450492,454.2910843812679,9,9,0
SMILES_436,4.144713451064486,220.59721548404167,5,2,0
SMILES_437,4.383721755349664,163.13058126137346,12,1,1
SMILES_438,3.1865641834513942,336.9754003843806,10,7,3
SMILES_439,5.397166343627639,290.73836686635644,14,3,2
SMILES_440,3.3250794631843243,365.1436464429864,1,3,2
SMILES_441,0.8747647080762152,296.7117250960195,14,6,1
SMILES_442,3.5477535015724815,259.19762512518514,18,7,2
SMILES_443,3.367345952569094,291.0074913931532,16,8,3
SMILES_444,2.0950547268327675,303.4618673751822,19,9,1
SMILES_445,3.8603382553161376,263.40224401820035,17,7,1
SMILES_446,0.49850210071370704,275.62415444118864,5,3,3
SMILES_447,4.485850241164184,251.56879956157078,14,1,2
SMILES_448,1.6828174445918211,402.7998143843288,16,9,3
SMILES_449,1.5225808123244513,323.28252054069594,8,4,2
SMILES_450,2.8292628415387844,570.810296660252,11,6,2
SMILES_451,3.6494593920654537,319.2845461534154,4,1,2
SMILES_452,3.2458860953901443,233.8971035605606,13,3,3
SMILES_453,1.8860112513414327,620.4810449835678,7,5,3
SMILES_454,2.240866063212167,349.63516532572027,16,7,0
SMILES_455,1.300436478933807,418.814974427138,8,9,3
SMILES_456,2.662980147555195,371.05235798429896,2,5,1
SMILES_457,4.612531821766365,374.7613235157298,6,5,1
SMILES_458,2.993605593534186,364.27848616229693,11,5,1
SMILES_459,4.28912138213918,167.74985222687212,2,3,1
SMILES_460,5.183102006589287,344.10348570736943,8,2,0
SMILES_461,2.1179722214445493,141.0166435379713,13,0,3
SMILES_462,2.720140120416953,279.0764596304959,17,1,3
SMILES_463,6.256789291593742,212.92590521240552,10,1,2
SMILES_464,5.166515117969918,342.8964223018469,3,9,3
SMILES_465,0.4913932112814712,340.0951496805882,7,6,2
SMILES_466,3.5807224740913597,357.7375068918224,17,5,2
SMILES_467,3.000839988509543,334.47558872989043,12,7,1
SMILES_468,4.2396796662881435,227.18095898563215,3,8,0
SMILES_469,1.882531848772417,268.67958127779843,9,4,0
SMILES_470,1.7405874419389917,410.4475393505382,7,2,3
SMILES_471,1.9858939270595857,428.142801275328,11,3,2
