smiles,clearance_hepatocyte_az,MW,LogP,NumRings
CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,2.8791984572980396,387.45700000000005,3.3213000000000017,1
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccncc3)o2)C[C@H]1C(=O)NCC(F)(F)F,3.1986731175506815,721.7770000000003,3.727000000000002,6
O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,2.963862853070488,291.354,3.621500000000001,4
CCCCCCCCc1ccc(CC[C@@H](N)C[C@@H](O)P(=O)(O)O)cc1,1.6486586255873816,371.458,3.735700000000004,1
CCCCCCCCc1ccc(CC[C@@H](N)C[C@H](O)P(=O)(O)O)cc1,1.4586150226995167,371.458,3.735700000000004,1
CC/N=C(\S)SC1OC(CO)C(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)C1O,3.3763921313854883,445.51200000000006,-3.3505999999999996,2
N=C(N)c1cccc(N2CCCCN(C3CCN(S(=O)(=O)Cc4ccccn4)CC3)C2=O)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.880298792368253,698.6430000000006,3.6488700000000014,4
O=C(O)C[C@H](NC(=O)CN1CC[C@H](CCc2ccc3c(n2)NCCC3)C1=O)c1cnc2ccccc2c1,3.5263605246161616,501.5870000000003,3.1012000000000004,5
O=C(NO)[C@@]1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOC1,3.0204248861443626,396.3960000000002,1.5608,3
O=C(O)C[C@H](NC(=O)CN1CC[C@H](CCc2ccc3c(n2)NCCC3)C1=O)c1ccc2c(c1)OCC2,3.4965075614664802,492.57600000000036,2.487899999999999,5
Cn1cc(C2=C(O)C(O)=C(c3ccccc3)C(=O)C2=O)c2ccccc21,-3.912023005428146,345.35400000000004,3.568500000000002,4
CCCCCCc1ccc(-c2ccc(CNCCCP(=O)(O)O)cc2)cc1,1.5260563034950492,389.476,5.133800000000006,2
NC1CCN(C(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1,3.258096538021482,372.4280000000001,3.2619000000000007,5
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)c(CN2CCC(C)(C)C2=O)c1,1.33500106673234,659.8529999999998,6.761440000000007,6
COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(C[C@@H](N)Cc3ccccc3)c2=O)c1F,4.183575695950044,509.52800000000025,4.029620000000002,4
Nc1nc(N)c2cc(COC(=O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,2.70805020110221,467.4380000000002,1.199,3
COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(C[C@H](N)CC(C)C)c2=O)c1F,4.185098925490565,475.51100000000025,3.833020000000001,3
CCCCCCCCOc1c(Br)cc(CNCCCP(=O)(O)O)cc1OC,2.2192034840549946,466.3530000000003,4.854400000000006,1
CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,0.8958797346140275,422.51000000000016,3.024800000000001,5
CCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2cccc(C(=N)N)c2)=NO1,3.075928815548268,522.5870000000002,2.21847,4
CCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1,2.1001016443761387,521.5990000000003,2.8234700000000004,4
COCCN(C)CCOc1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1,3.912023005428146,391.4710000000001,4.045700000000003,4
O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,2.0412203288596382,445.51900000000023,4.654200000000004,5
O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1,1.252762968495368,408.48300000000023,2.6826,5
COc1ccc(NS(=O)(=O)C(F)(F)F)cc1C[C@H]1[C@@H](O)c2cc(OCc3ccc4ccc(Cl)cc4n3)ccc2OC1(C)C,1.9021075263969205,637.076,6.8006000000000055,5
CC(=O)N1CCN(CCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,2.0541237336955462,430.50800000000027,3.6316000000000015,5
CCCc1cc(C(=O)C2CCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,3.3833727967496032,495.6410000000002,6.274100000000006,4
O=C(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1,3.295836866004329,372.4280000000002,3.134100000000001,5
COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)s1)C(c1ccccc1)c1ccccc1,1.6863989535702288,533.6540000000001,3.1960700000000024,4
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.4242626545931514,284.74600000000004,3.153800000000002,3
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,2.1972245773362196,1209.4210000000003,-1.2284300000000077,6
CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1.7047480922384253,1322.4960000000005,-1.4132300000000106,8
COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C(c1ccccc1)c1ccccc1,1.0986122886681098,527.6250000000001,3.1345700000000027,4
Cc1cc(-c2c(OCC[C@@H]3CCN3)c3cc(C(=O)Nc4ccncn4)c(Cl)cc3[nH]c2=O)cc(C)c1C,3.448852471564318,518.0170000000003,4.946860000000004,5
CCCc1c(OCCCOc2ccc3c(ccn3CC(=O)[O-])c2)ccc2c(C(F)(F)F)noc12.[Na+],-0.10536051565782628,498.4330000000002,1.355599999999999,4
CCN(CCNC(=O)Nc1ccccc1Br)c1cccc(C)c1,3.8127975360662267,376.2980000000001,4.405520000000003,2
C[C@H](CS[C@@H](CCc1ccccc1C(=O)c1ccccc1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1)C(=O)O,2.8903717578961645,606.1870000000001,9.4174,5
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,0.9555114450274363,357.435,2.490900000000001,3
N=C(N)c1csc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NCC(=O)O)C(c2ccccc2)c2ccccc2)n1,1.791759469228055,534.6420000000002,1.9092700000000011,4
COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1csc(C(=N)N)c1)C(c1ccccc1)c1ccccc1,0.5306282510621704,533.6540000000001,3.1960700000000015,4
CCCN(Cc1ccoc1)C(=O)c1cc(C)cc(OCC2(CON=C(N)N)CC2)c1,1.4350845252893227,414.50600000000026,3.0044200000000005,3
CC(C)Nc1ccnnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,3.6888794541139363,485.6140000000002,2.8907000000000007,4
Cc1cc(OCCCON=C(N)N)cc(C(=O)N(Cc2ccoc2)CC2CC2)c1,2.0541237336955462,400.4790000000002,2.61432,3
CCCN(CCOC)c1cc(C)nc2c(-c3ccc(OC)cc3OC)c(C)nn12,3.7612001156935624,398.5070000000002,3.8931400000000034,3
CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,3.295836866004329,555.7640000000001,4.941100000000003,4
Nc1[nH]cc[n+]1Cc1[nH]c(=O)[nH]c(=O)c1Br,4.276666119016055,287.097,-0.9282000000000008,2
Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)cc1,4.2626798770413155,589.5450000000003,3.913700000000002,4
NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(c2ccccc2)c2ccccc2)CC1.O=C(O)C(F)(F)F,2.733269999481245,547.6180000000003,4.466600000000003,4
C=CCN(C(=O)c1cc(C)cc(OCCCON=C(N)N)c1)C1CCCC1,2.4159137783010487,374.4850000000002,2.53972,2
Cc1ccc(C(=O)NC(CN2C3CCC2CC(Cc2ccc(Cl)c(Cl)c2)C3)C(C)C)cc1,4.7678840964758376,473.48800000000017,6.541920000000007,4
CCN(c1nc(F)ccc1NC(C)(C)C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,3.295836866004329,530.6700000000001,4.415000000000004,4
Cc1cccc(/C=C/Cc2ccccc2/C=C/C(=O)O)c1OCc1ccccc1.Cc1cccc(C/C=C/c2ccccc2/C=C/C(=O)O)c1OCc1ccccc1,2.302585092994046,768.9500000000003,11.855439999999989,6
CC(C)Nc1cccnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,3.784189633918261,484.6260000000002,3.495700000000002,4
CNC(=O)Nc1ccc2[nH]c(C(=O)N3CCC(N(C)c4ncccc4NC(C)C)CC3)cc2c1,3.7376696182833684,463.5860000000002,3.8755000000000024,4
CCN(c1ncccc1NC(C)(C)C)C1CCN(C(=O)c2cc3cc(NC(=O)N4CCN(C)CC4)ccc3[nH]2)CC1,4.110873864173311,560.7470000000002,4.6837000000000035,5
CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1.Cl,4.941642422609304,388.96100000000007,3.0891000000000024,3
CCN(c1ncccc1NC(C)(C)C)C1CCN(C(=O)c2cc3cc(NS(=O)(=O)N4CCN(C)CC4)ccc3[nH]2)CC1,4.300002799195291,596.802,3.808500000000002,5
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,2.3513752571634776,337.35100000000006,1.1235999999999997,3
CCCN(C)Cc1ccc(C(=O)N2CCC3C2C(C(C)C)C(=O)N3S(C)(=O)=O)cc1,5.09052176434445,435.59000000000015,2.1855,3
CC(C)C1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)c3csc(CN4CCCC4)n3)C12,3.970291913552122,440.5910000000003,1.3960000000000008,4
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,3.9919426286040194,383.4700000000002,-0.3079999999999994,3
CCNc1cccnc1N(CC)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,4.198704577546343,484.62600000000015,3.497300000000002,4
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccc(Cl)cc3)c2)C[C@H]1C(=O)NCC(F)(F)F,5.43372200355424,755.2380000000002,3.911100000000002,6
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,4.23410650459726,295.408,1.3211999999999997,2
CCCN(Cc1sc(Nc2c(Cl)cc(Cl)cc2Cl)nc1C(F)(F)F)CC1CC1,2.772588722239781,472.79100000000017,7.487700000000005,3
C[C@@H]1CC(=O)NN=C1c1ccc(NC2=C(Cc3ccccc3)C(=O)CCC2)cc1,1.916922612182061,387.4830000000002,4.208400000000004,4
Cc1cc(OCC/C=N/N=C(N)N)cc(OS(=O)(=O)c2ccccc2C#N)c1,4.3694478524670215,401.44800000000015,1.6624999999999996,2
CC(C)C1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)c3ccc(CNC4CC4)nc3)C12,3.828641396489095,420.5350000000002,0.9907000000000015,4
CN(C[C@@H](CCN1CCC(c2ccccc2[S@+](C)[O-])CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C#N)cc2ccccc12,2.8678020434895783,632.6570000000003,7.881180000000009,5
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1.1939224684724346,273.24399999999997,2.545420000000002,2
O=C([O-])COc1cccc(C[C@@H]2CCCC=C2c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1.[Na+],0.5709795465857378,487.5310000000001,2.5675,5
CCCc1cccnc1N(CC)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,4.204692619390966,483.63800000000015,4.0180000000000025,4
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@H](C#N)COCc2ccc(F)c(C(=O)O)c2)c1,4.1713056033582285,475.5200000000003,4.080700000000002,3
Nc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncc[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,2.12022353540007,630.7490000000001,4.626400000000004,6
CC(C)Cc1cccnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,3.8066624897703196,483.6380000000002,3.8739000000000026,4
O=C(NC[C@H]1CN(c2ccc(C3CC[S+]([O-])CC3)c(F)c2)C(=O)O1)C(F)F,3.6176519448255684,404.4100000000001,2.1582999999999988,3
Cn1c2c(c3c(N4CCCC4)nc(N4CCCC4)nc31)CCCC2,0.511025603768657,325.4600000000001,3.047500000000001,5
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(CN)c2)n1,1.9576986530335478,461.54700000000025,3.206120000000001,4
C/C(S)=N/C[C@H]1CN(c2ccc3c(c2)C[C@@H](C)N3C=O)C(=O)O1,3.3638415951183864,333.41300000000007,2.2674000000000003,3
Cc1cc2c(N3CCCC3)nc(N3CCCC3)nc2n1C,2.178494707762995,285.395,2.47712,4
CC(=O)NC[C@H]1CN(c2ccc3c(c2)C[C@@H](C)N3C=O)C(=O)O1,0.6097655716208943,317.3450000000001,1.0552999999999997,3
CC1(NC2=NS(=O)(=O)c3sc(Cl)cc3N2)CC1,1.9487632180377197,291.7850000000001,2.0138,3
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2cccc(F)c12,1.1314021114911006,379.3910000000001,2.4743000000000004,4
COc1ccc(-c2cc3c(N4CCCC4)nc(N4CCCC4)nc3n2C)cc1,3.028683373693677,377.49200000000013,3.844300000000003,5
Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,0.4054651081081644,198.18199999999996,-1.8643999999999998,2
O=C(O)C[C@@H](c1ccc2c(c1)OCC2)N1CC[C@@H](CCCc2ccc3c(n2)NCCC3)C1=O,0.7419373447293773,449.55100000000033,3.7618000000000027,5
N=C(N)c1ccc2[nH]cc(CC(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)c2c1,2.9085390618516134,465.5100000000001,3.0866700000000016,4
O=C(O)CN1CCN(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,2.302585092994046,490.44400000000013,4.684300000000005,3
CC1(C)OC(=O)Nc2ccc(-c3cc(F)cc(C#N)c3)cc21,1.2993738890891888,296.301,4.1615800000000025,3
CCNC(=O)N[C@@H]1CCN(c2cccc3c2CCO3)C1,2.4414009612931853,275.35200000000003,1.5192999999999999,3
N=C(N)c1ccc2[nH]cc(CC(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)c2c1,3.259277759979952,447.5200000000001,2.9475700000000016,4
N=C(N)c1ccc2[nH]cc(CC(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3Cl)c2c1,3.912023005428146,481.9650000000001,3.600970000000002,4
CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,2.833213344056216,519.7340000000003,4.906500000000005,5
O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(N(CC3CC3)c3ncccn3)CC2)[C@@H](c2cccc(F)c2)C1,3.332204510175204,535.7080000000003,4.6555000000000035,6
CCCN(c1cccnc1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,4.663439094112067,518.7460000000003,5.511500000000005,5
CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1,2.5649493574615367,537.7240000000002,5.045600000000004,5
N=C(N)c1ccc2[nH]cc(CC(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)c2c1,4.1217975890034015,448.5080000000001,2.342570000000001,4
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3onc(N)c3c2)n1,1.6094379124341003,488.5290000000003,3.4708200000000007,5
O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCOC2,2.833213344056216,271.25,0.5420999999999998,2
C[C@H](OC[C@H](c1ccccc1)N1CCN(CCOCC(=O)O)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.302585092994046,548.5240000000002,5.261900000000005,3
CN(C)CCn1ccc2ccc(C3(O)CCSCC3)cc21,4.30406509320417,304.45900000000006,2.9175000000000013,3
O=C(O)COCCN1CCN(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,2.302585092994046,534.497,4.700900000000004,3
O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,1.8562979903656263,270.266,0.11509999999999981,2
NC(=O)CN1CCN([C@@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,3.912023005428146,489.4600000000001,4.0850000000000035,3
COc1ccc(-n2nc(C)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)cc1,0.4054651081081644,462.5310000000002,3.756020000000002,4
N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,3.2188758248682006,461.50300000000016,3.1923700000000013,4
O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCN(CCc1ccccc1)C2,1.8562979903656263,374.4180000000001,2.0702,3
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3ccnc(N)c3c2)n1,1.7047480922384253,498.56800000000027,3.8778200000000007,5
