smiles,pchembl_value,chembl_id,target_chembl_id,target_name,MW,LogP
CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,5.7,CHEMBL183993,CHEMBL301,CDK2,400.364,4.347
CCOc1ccc2c(=O)cc(-c3ccccc3)n(CC)c2n1,5.85,CHEMBL102753,CHEMBL251,Adenosine A2a receptor,294.354,3.482
CCOc1ccc2c(O)cc(-c3ccccc3)nc2n1,5.82,CHEMBL97895,CHEMBL251,Adenosine A2a receptor,266.3,3.401
CCOc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1ccccc1)O2,6.8,CHEMBL66598,CHEMBL2034,Glucocorticoid receptor,395.48,4.606
CCOc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,7.03,CHEMBL411696,CHEMBL301,CDK2,360.395,1.501
CCOc1ccccc1C(=O)c1cnc(NC2CCN(C(C)=O)CC2)nc1N,5.69,CHEMBL216148,CHEMBL301,CDK2,383.452,2.111
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,6.09,CHEMBL210618,CHEMBL301,CDK2,356.382,2.133
CCS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3OC)c(N)n2)CC1,7.29,CHEMBL385190,CHEMBL301,CDK2,419.507,1.524
CCS(=O)(=O)Nc1ccc2c(c1)C(c1ccccc1)Oc1cccc(OC)c1-2,6.904999999999999,CHEMBL65444,CHEMBL2034,Glucocorticoid receptor,395.48,4.606
CCS(=O)(=O)Nc1cccc(N(Cc2ccccc2)Cc2ccccc2)c1C,6.630000000000001,CHEMBL71818,CHEMBL2034,Glucocorticoid receptor,394.54,4.963
CCSC(=S)SCC(=O)c1ccc(C)cc1,5.16,CHEMBL388710,CHEMBL325,Serotonin 5-HT2A receptor,270.444,3.949
CCSC(=S)SCC(=O)c1ccc(OC)cc1,5.4,CHEMBL242039,CHEMBL325,Serotonin 5-HT2A receptor,286.443,3.649
CCSc1cc(=O)c2c(O)cc(O)c(C3CCN(C)CC3O)c2o1,5.41,CHEMBL326843,CHEMBL301,CDK2,351.424,2.096
CC[C@@H](C(=O)Nc1ccc2cc(C(=O)NO)sc2c1)c1ccccc1,7.22,CHEMBL397131,CHEMBL325,Serotonin 5-HT2A receptor,354.431,4.153
CC[C@@H]1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,8.03,CHEMBL7177,CHEMBL1871,Androgen receptor,296.292,4.096
CC[C@@H]1CNc2cc3oc(=O)cc(C(F)(F)F)c3cc2[C@H]1CC,5.55,CHEMBL2112310,CHEMBL2034,Glucocorticoid receptor,325.33,4.757
CC[C@@H]1C[C@H](C)c2cc3c(C(F)(F)F)cc(O)nc3cc2N1,7.27,CHEMBL7373,CHEMBL1871,Androgen receptor,310.319,4.657
CC[C@@H]1C[C@H](CC)c2cc3c(C(F)(F)F)cc(O)nc3cc2N1,8.05,CHEMBL7383,CHEMBL1871,Androgen receptor,324.346,5.047
CC[C@@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1C,7.82,CHEMBL266269,CHEMBL1871,Androgen receptor,310.319,4.342
CC[C@@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1CC,7.54,CHEMBL7421,CHEMBL1871,Androgen receptor,324.346,4.732
CC[C@@H]1c2cc3c(C(F)(F)F)cc(=O)oc3cc2NC[C@H]1C,7.58,CHEMBL2112312,CHEMBL1871,Androgen receptor,311.303,4.367
CC[C@H](C(=O)Nc1ccc2cc(C(=O)NO)sc2c1)c1ccccc1,7.7,CHEMBL246982,CHEMBL325,Serotonin 5-HT2A receptor,354.431,4.153
CC[C@H](C)[C@@H]1NC(=O)C(C)(C)NC(=O)[C@H](CCCCCSSc2ccccn2)NC(=O)[C@H]2CCCN2C1=O,7.42,CHEMBL253308,CHEMBL325,Serotonin 5-HT2A receptor,563.79,3.297
CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@H](CCCCCC(=O)C(F)(F)C(F)(F)F)NC(=O)[C@H]2CCCN2C1=O,6.07,CHEMBL2371802,CHEMBL325,Serotonin 5-HT2A receptor,660.681,3.46
CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@H](CCCCCC(=O)C(F)(F)F)NC(=O)[C@H]2CCCN2C1=O,6.14,CHEMBL2371801,CHEMBL325,Serotonin 5-HT2A receptor,610.674,2.825
CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@H](CCCCSCC(=O)C(F)(F)F)NC(=O)[C@H]2CCCN2C1=O,7.4,CHEMBL2371803,CHEMBL325,Serotonin 5-HT2A receptor,642.741,2.778
CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,6.22,CHEMBL14762,CHEMBL301,CDK2,354.458,3.202
CC[C@H]1C[C@@H](C)Nc2cc3nc(O)cc(C(F)(F)F)c3cc21,7.64,CHEMBL427957,CHEMBL1871,Androgen receptor,310.319,4.657
CC[C@H]1C[C@@H](C)Nc2cc3oc(=O)cc(C(F)(F)F)c3cc21,7.92,CHEMBL2112216,CHEMBL1871,Androgen receptor,311.303,4.51
CC[C@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1C,7.96,CHEMBL7053,CHEMBL1871,Androgen receptor,310.319,4.342
CC[C@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1CC,7.8,CHEMBL6959,CHEMBL1871,Androgen receptor,324.346,4.732
CC[C@H]1Nc2cc3nc(O)cc(C(F)(F)F)c3cc2CC1(C)C,7.34,CHEMBL6689,CHEMBL1871,Androgen receptor,324.346,4.732
CC[C@H]1Nc2cc3nc(O)cc(C(F)(F)F)c3cc2CC1(CC)CC,7.35,CHEMBL267471,CHEMBL1871,Androgen receptor,352.4,5.512
CC[C@H]1Nc2cc3nc(O)cc(C(F)(F)F)c3cc2C[C@@H]1C,7.9399999999999995,CHEMBL7455,CHEMBL1871,Androgen receptor,310.319,4.342
CC[C@H]1Nc2cc3nc(O)cc(C(F)(F)F)c3cc2C[C@H]1C,7.890000000000001,CHEMBL7089,CHEMBL1871,Androgen receptor,310.319,4.342
CC[C@H]1c2cc3c(C(F)(F)F)cc(=O)oc3cc2NC[C@H]1C,7.584999999999999,CHEMBL2112311,CHEMBL1871,Androgen receptor,311.303,4.367
CC[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,7.57,CHEMBL2113261,CHEMBL1871,Androgen receptor,310.319,4.514
CC[N+](C)(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.37,CHEMBL340611,CHEMBL203,EGFR,509.63,5.231
CCc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccccc1,7.245,CHEMBL304102,CHEMBL2034,Glucocorticoid receptor,394.54,4.827
CCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.14,CHEMBL82251,CHEMBL301,CDK2,280.302,4.102
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,7.12,CHEMBL1095777,CHEMBL210,Beta-2 adrenergic receptor,392.499,3.149
CCc1ccc(CC)c2c1CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,6.16,CHEMBL1094487,CHEMBL210,Beta-2 adrenergic receptor,392.499,3.149
CCc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,6.96,CHEMBL304090,CHEMBL210,Beta-2 adrenergic receptor,470.595,2.599
CCc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,7.03,CHEMBL68021,CHEMBL210,Beta-2 adrenergic receptor,455.58,3.017
CCc1ccc2c(c1)NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,7.68,CHEMBL271182,CHEMBL301,CDK2,344.396,1.665
CCc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.1,CHEMBL411425,CHEMBL301,CDK2,344.396,1.665
CCc1ccccc1/C=C1\Oc2ccc(F)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.32,CHEMBL415524,CHEMBL1871,Androgen receptor,411.52,7.553
CCc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2n1,5.58,CHEMBL358076,CHEMBL251,Adenosine A2a receptor,335.411,3.482
CCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,7.43,CHEMBL400049,CHEMBL210,Beta-2 adrenergic receptor,353.422,3.001
CCc1sccc1N1CCC[C@@H](c2cccc(C#N)c2)C1,7.415,CHEMBL93570,CHEMBL217,Dopamine D2 receptor,296.439,4.566
CCn1c(-c2nonc2N)nc2cnccc21,6.77,CHEMBL189657,CHEMBL301,CDK2,230.231,1.083
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,6.7,CHEMBL322298,CHEMBL203,EGFR,411.292,5.529
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,6.31,CHEMBL448154,CHEMBL203,EGFR,412.28,4.924
CCn1c(=O)cc(C(F)(F)F)c2cc3c(cc21)NC(C)(C)C=C3C,6.165,CHEMBL160239,CHEMBL1871,Androgen receptor,336.357,4.648
CCn1c(=O)cc(C(F)(F)F)c2cc3c(cc21)N[C@@H]1CCCC[C@H]31,6.675,CHEMBL352456,CHEMBL1871,Androgen receptor,336.357,4.492
CCn1c(=O)n(Cc2ccc(C(=O)Nc3ccccc3N)cc2)c(=O)c2ccccc21,6.7,CHEMBL241549,CHEMBL325,Serotonin 5-HT2A receptor,414.465,3.066
CCn1c(=O)n(Cc2ccc(C(=O)Nc3ccccc3N)cc2)c(=O)c2sccc21,6.52,CHEMBL241759,CHEMBL325,Serotonin 5-HT2A receptor,420.494,3.127
CCn1c(C#Cc2ccccc2)nc2c(N)ncnc21,6.22,CHEMBL61259,CHEMBL251,Adenosine A2a receptor,263.304,1.828
CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.715,CHEMBL137879,CHEMBL251,Adenosine A2a receptor,269.268,1.336
CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.47,CHEMBL165073,CHEMBL251,Adenosine A2a receptor,387.403,2.935
CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.4,CHEMBL165600,CHEMBL251,Adenosine A2a receptor,467.287,4.16
CCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.28,CHEMBL165044,CHEMBL251,Adenosine A2a receptor,456.388,4.417
CCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,7.52,CHEMBL348975,CHEMBL251,Adenosine A2a receptor,402.418,3.706
CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.45,CHEMBL164275,CHEMBL251,Adenosine A2a receptor,457.281,4.705
CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.8,CHEMBL352073,CHEMBL251,Adenosine A2a receptor,422.836,4.051
CCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.22,CHEMBL164685,CHEMBL251,Adenosine A2a receptor,406.381,3.537
CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,5.98,CHEMBL65271,CHEMBL251,Adenosine A2a receptor,418.417,3.407
CCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.6,CHEMBL164867,CHEMBL251,Adenosine A2a receptor,468.455,2.645
CCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,6.21,CHEMBL165910,CHEMBL251,Adenosine A2a receptor,433.388,3.306
CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,6.24,CHEMBL165083,CHEMBL251,Adenosine A2a receptor,432.4,3.127
CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.743333333333333,CHEMBL141154,CHEMBL251,Adenosine A2a receptor,422.836,4.051
CCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,6.85,CHEMBL164381,CHEMBL251,Adenosine A2a receptor,418.417,3.407
CCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.4,CHEMBL352796,CHEMBL251,Adenosine A2a receptor,388.391,3.398
CCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,6.82,CHEMBL352345,CHEMBL251,Adenosine A2a receptor,422.836,4.051
CCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,6.88,CHEMBL164647,CHEMBL251,Adenosine A2a receptor,418.417,3.407
CN(C(=O)C(C(=O)N(C)c1ccccc1)c1ccc(C(=O)Nc2ccccc2N)cc1)c1ccccc1,5.14,CHEMBL251545,CHEMBL325,Serotonin 5-HT2A receptor,492.579,4.931
CN(C(=O)C(C(=O)Nc1ccccc1)c1ccc(C(=O)Nc2ccccc2N)cc1)c1ccccc1,6.71,CHEMBL251544,CHEMBL325,Serotonin 5-HT2A receptor,478.552,4.906
CN(C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21)C(C)(C)Cc1ccccc1,5.1,CHEMBL53517,CHEMBL210,Beta-2 adrenergic receptor,463.603,4.923
CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,4.88,CHEMBL344652,CHEMBL203,EGFR,306.373,3.958
CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,6.32,CHEMBL137027,CHEMBL203,EGFR,306.373,3.802
CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.96,CHEMBL134312,CHEMBL203,EGFR,371.242,4.696
CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.85,CHEMBL136491,CHEMBL203,EGFR,326.791,4.587
CN(C)C(=N)NC1=NC(=O)/C(=C/c2ccc(N3CCC(NC[C@H](O)COc4cccc5[nH]c(O)nc45)CC3)cc2)S1,8.14,CHEMBL177442,CHEMBL210,Beta-2 adrenergic receptor,578.699,2.323
CN(C)C(=O)CN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.64,CHEMBL113541,CHEMBL251,Adenosine A2a receptor,421.255,1.494
CN(C)C(=O)CN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.52,CHEMBL112631,CHEMBL251,Adenosine A2a receptor,421.255,1.494
CN(C)C(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,5.36,CHEMBL393659,CHEMBL301,CDK2,398.898,3.836
CN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,5.16,CHEMBL301202,CHEMBL210,Beta-2 adrenergic receptor,345.424,2.532
CN(C)C(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,5.68,CHEMBL362814,CHEMBL301,CDK2,454.49,2.353
CN(C)C(=O)c1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,6.1,CHEMBL109189,CHEMBL217,Dopamine D2 receptor,435.98,5.732
CN(C)C(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,7.77,CHEMBL409868,CHEMBL301,CDK2,387.421,0.804
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,5.58,CHEMBL421047,CHEMBL203,EGFR,507.875,5.597
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.51,CHEMBL30973,CHEMBL203,EGFR,450.34,4.669
CN(C)C1C=CC2(CC1)c1ccccc1C=Cc1ccc(Cl)cc12,8.684999999999999,CHEMBL300647,CHEMBL217,Dopamine D2 receptor,335.878,5.39
CN(C)C1C=CC2(CC1)c1ccccc1CCc1ccc(Cl)cc12,7.699999999999999,CHEMBL45491,CHEMBL217,Dopamine D2 receptor,337.894,5.005
CN(C)CC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,5.95,CHEMBL245732,CHEMBL301,CDK2,412.925,3.243
CN(C)CC(O)COc1ccc(Nc2cc(N(CC#N)c3cc(Cl)ccc3Cl)ncn2)cc1,6.0,CHEMBL101119,CHEMBL301,CDK2,487.391,4.49
CN(C)CC(O)COc1ccc(Nc2cc(N(CCC#N)c3cc(Cl)ccc3Cl)ncn2)cc1,5.3,CHEMBL317378,CHEMBL301,CDK2,501.418,4.88
CN(C)CC(O)COc1ccc(Nc2cc(Nc3c(F)cccc3F)ncn2)cc1,4.42,CHEMBL101558,CHEMBL301,CDK2,415.444,3.543
CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(C(F)(F)F)ccc3F)ncn2)cc1,4.46,CHEMBL101557,CHEMBL301,CDK2,465.451,4.423
CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,4.66,CHEMBL322640,CHEMBL301,CDK2,448.354,4.572
CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccc(F)cc3F)ncn2)cc1,4.03,CHEMBL317281,CHEMBL301,CDK2,415.444,3.543
CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccccc3Br)ncn2)cc1,4.55,CHEMBL100811,CHEMBL301,CDK2,458.36,4.028
CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccccc3Cl)ncn2)cc1,4.02,CHEMBL99647,CHEMBL301,CDK2,413.909,3.919
CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccccc3[N+](=O)[O-])ncn2)cc1,4.6,CHEMBL316887,CHEMBL301,CDK2,424.461,3.173
CN(C)CC(O)COc1ccc(Nc2ncc(Br)c(N(CCCC(F)(F)F)c3ccccc3)n2)cc1,6.7,CHEMBL419720,CHEMBL301,CDK2,568.438,5.765
CN(C)CC(O)COc1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,6.52,CHEMBL419534,CHEMBL301,CDK2,458.36,4.028
CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,6.3,CHEMBL100391,CHEMBL301,CDK2,413.909,3.919
CN(C)CC(O)COc1ccc(Nc2nccc(N(CC#N)c3cc(Cl)ccc3Cl)n2)cc1,6.16,CHEMBL430507,CHEMBL301,CDK2,487.391,4.49
CN(C)CC(O)COc1ccc(Nc2nccc(N(CCC#N)c3cc(Cl)ccc3Cl)n2)cc1,5.52,CHEMBL101156,CHEMBL301,CDK2,501.418,4.88
CN(C)CC(O)COc1ccc(Nc2nccc(N(CCCC(F)(F)F)c3cc(Cl)ccc3Cl)n2)cc1,4.92,CHEMBL101887,CHEMBL301,CDK2,558.432,6.309
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(C(F)(F)F)ccc3F)n2)cc1,6.0,CHEMBL101810,CHEMBL301,CDK2,465.451,4.423
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,6.0,CHEMBL101311,CHEMBL301,CDK2,448.354,4.572
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,4.75,CHEMBL430854,CHEMBL301,CDK2,413.909,3.919
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,5.3,CHEMBL317629,CHEMBL301,CDK2,413.909,3.919
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,4.484999999999999,CHEMBL102047,CHEMBL301,CDK2,379.464,3.265
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3Br)n2)cc1,5.16,CHEMBL103633,CHEMBL301,CDK2,458.36,4.028
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,5.4,CHEMBL99689,CHEMBL301,CDK2,404.474,3.137
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1,5.22,CHEMBL101679,CHEMBL301,CDK2,413.909,3.919
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3F)n2)cc1,5.16,CHEMBL101019,CHEMBL301,CDK2,397.454,3.404
CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.42,CHEMBL137534,CHEMBL203,EGFR,414.311,4.477
CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.13,CHEMBL129825,CHEMBL203,EGFR,415.339,4.285
CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,8.3,CHEMBL70824,CHEMBL301,CDK2,465.583,3.107
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.775,CHEMBL136102,CHEMBL203,EGFR,512.412,3.118
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.8133333333333335,CHEMBL334801,CHEMBL203,EGFR,498.385,3.094
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.94,CHEMBL345109,CHEMBL203,EGFR,497.397,3.699
CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.06,CHEMBL126893,CHEMBL203,EGFR,401.312,3.895
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.52,CHEMBL140561,CHEMBL203,EGFR,498.381,4.126
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.16,CHEMBL287289,CHEMBL203,EGFR,424.346,5.042
CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,7.6049999999999995,CHEMBL39811,CHEMBL203,EGFR,453.388,4.611
CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.4,CHEMBL126137,CHEMBL203,EGFR,401.312,3.529
CN(C)CCNS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=N)NC3=O)o2)cc1,6.24,CHEMBL233554,CHEMBL301,CDK2,420.516,1.925
CN(C)CCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,6.0,CHEMBL1964248,CHEMBL301,CDK2,386.477,1.932
CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,8.3,CHEMBL72548,CHEMBL301,CDK2,437.529,2.375
CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,7.46,CHEMBL54067,CHEMBL203,EGFR,388.273,2.899
CN(C)CCOc1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(Cl)cccc4Cl)cn23)c(F)c1,6.01,CHEMBL187969,CHEMBL301,CDK2,533.362,4.904
CN(C)CCn1c(=O)n(Cc2ccc(C(=O)Nc3ccccc3N)cc2)c(=O)c2ccccc21,6.52,CHEMBL401448,CHEMBL325,Serotonin 5-HT2A receptor,457.534,2.608
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.115,CHEMBL37373,CHEMBL203,EGFR,410.319,4.652
CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,6.99,CHEMBL287832,CHEMBL203,EGFR,411.307,4.047
CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.3,CHEMBL287007,CHEMBL203,EGFR,396.292,4.679
CN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.34,CHEMBL1964247,CHEMBL301,CDK2,400.485,2.952
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(Br)cnn23)cc1,8.0,CHEMBL178785,CHEMBL301,CDK2,508.446,3.168
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(Br)cnn23)cc1Cl,8.7,CHEMBL178769,CHEMBL301,CDK2,542.891,3.821
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(C#N)cnn23)cc1,8.15,CHEMBL360573,CHEMBL301,CDK2,454.56,2.277
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(C4CCCC4)cnn23)cc1,8.4,CHEMBL178179,CHEMBL301,CDK2,497.669,4.063
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(Cl)cnn23)cc1,8.1,CHEMBL367150,CHEMBL301,CDK2,463.995,3.058
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,6.92,CHEMBL202695,CHEMBL301,CDK2,430.538,1.8
CN(C)S(=O)(=O)c1ccc(Nc2ccc(C(=O)c3c(F)cccc3F)c(N)n2)cc1,6.3,CHEMBL193456,CHEMBL301,CDK2,432.452,3.167
CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCNC3=O)C(=O)N2,7.17,CHEMBL58139,CHEMBL301,CDK2,386.433,1.044
CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,7.48,CHEMBL57256,CHEMBL301,CDK2,387.417,1.471
CN(C)[C@@H]1Cc2cccc3nc(O)n(c23)C1,7.92,CHEMBL422344,CHEMBL217,Dopamine D2 receptor,217.272,1.228
CN(C)[C@@H]1Cc2cccc3ncn(c23)C1,5.89,CHEMBL345458,CHEMBL217,Dopamine D2 receptor,201.273,1.523
CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.063333333333333,CHEMBL53711,CHEMBL203,EGFR,344.216,3.597
CN(C)c1ccc(C(=O)NCCCCCCNC(=O)CS)cc1,5.84,CHEMBL440018,CHEMBL325,Serotonin 5-HT2A receptor,337.489,2.089
CN(C)c1ccc(C(=O)NCCCCCNC(=O)CS)cc1,5.97,CHEMBL180911,CHEMBL325,Serotonin 5-HT2A receptor,323.462,1.699
CN(C)c1ccc(C(=O)NCCCCNC(=O)CS)cc1,4.92,CHEMBL427510,CHEMBL325,Serotonin 5-HT2A receptor,309.435,1.309
CN(C)c1ccc(C(=O)NCCCNC(=O)CS)cc1,5.28,CHEMBL180064,CHEMBL325,Serotonin 5-HT2A receptor,295.408,0.919
CN(C)c1ccc(CNC(=O)NCCC(=O)NO)cc1,6.89,CHEMBL227119,CHEMBL325,Serotonin 5-HT2A receptor,280.328,0.447
CN(C)c1ccc(CNc2ccc(/C=C/C(=O)Nc3ccccc3N)cn2)cc1,5.4,CHEMBL211694,CHEMBL325,Serotonin 5-HT2A receptor,387.487,3.994
